"","X_pitch","Y_pitch","X_acc","Y_acc","X_vel","Y_vel","index","performer","performance"
"521",1.09965522947994,0.487408729845103,0.0264720618769569,0.277037556838345,0.0018713441172881,0.0292447489763849,"964","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"522",1.13580659061834,0.453384076554806,0.0786041373395138,-0.0929343206992426,-0.0583803631367488,0.0285982140161997,"965","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"523",1.06420508997801,-0.175662176570767,-0.35781363193039,-0.0234326660302037,0.245376556820304,0.0248429011121366,"966","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"524",0.669553452297854,0.609023143271024,-0.277041547891332,-0.128622041185551,0.0471143562306894,0.0316381574406949,"969","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"525",0.0517202744993182,-0.307288438667104,-0.0503857005931933,-0.0203933190580686,-0.212800003816852,0.0494950909791797,"980","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
"526",-0.570405863770021,-0.365344349573223,-0.0579522044423875,-0.037969121700022,-0.0895045008659227,0.0140186364415239,"981","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
"527",0.116931566710902,-0.373566466172089,-0.241907935454148,0.151097298441561,-0.0792290314448823,0.0217730359039637,"982","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
"528",0.0475952031182055,-0.257419915763147,0.0045376190061392,0.016504086109696,-0.0914224851049038,-0.0183936966454931,"983","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
"529",-0.144814229703294,-0.343085146843942,-0.0365920261513756,-0.0496180773351203,-0.0739848951461878,-0.0137410320033625,"984","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
"530",-0.564607291854213,-0.269211746518124,-0.0840851976005864,-0.0859372324371717,-0.0503977533169608,-0.0272002888423,"985","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
"531",-0.137929978323803,-0.600375496719897,0.0239403870186387,0.0225942783906556,-0.0271308401309497,-0.0238728449525729,"986","performer 3","2018_11_18_am_Sec_6_P2_Atana_B_slates"
